title,genre,release_date,cast,directors,genres,movie_tone,plot
Chhoti Si Mulaqat,"Drama, Romance",1967-01-01,"['Abrar Alvi', 'Ashapurna Devi', 'Alo Sarkar']",['Alo Sarkar'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","Shanker Choudhury's (Tarun Bose) mother (Pratima Devi), at the pleas of her dying husband, marries off his (Shanker's) daughter to a youth. Both the children are under-age and do not know nor understand that they have been married."
Aamne-Saamne,Mystery,1967-01-01,"['David Jeffries', 'Brij Katyal']",['Suraj Prakash'],['Mystery'],['neutral'],After being acquitted for the murder of his first wife Deepak is suspected for attempting to kill his second.
Around The World,"Comedy, Romance",1967-01-01,"['Jagdish Kanwal', 'Pachhi']",['Pachhi'],"['Comedy', 'Romance']","['neutral', 'lighthearted', 'funny']","A man accompanies his uncle to Tokyo but finds himself in a dilemma when he must travel to Europe immediately, with only $8 at his disposal."
Noorjehan,"Drama, Romance, History",1967-01-01,"['Meena Kumari', 'Pradeep Kumar', 'Rehman Khan']",['M. Sadiq'],"['Drama', 'Romance', 'History']","['thought-provoking', 'serious', 'neutral']","Noor Jahan, the empress of the Mughal empire, becomes the favourite wife of Emperor Jahangir and steadily begins to exert more influence on the throne through her love for him."
Nai Roshni,"Drama, Family",1967-01-01,"['N.S. Bedi', 'Nihar Ranjan Gupta', 'Rajendra Krishan']",['C.V. Sridhar'],"['Drama', 'Family']","['neutral', 'serious', 'emotional']","The film is a social drama, with its plot around university professor Dr. Kumar (Ashok Kumar), who lives with his wife Padma (Bhanumati), his drunkard son Jyoti (Raaj Kumar), outgoing daughter Chitra (Tanuja) and his friend's daughter Rekha (Mala Sinha). Dr. Kumar and his wife have a different outlook towards life, with him preferring books and philosophy, while his wife Padma prefers social gatherings and society clubs. Padma never considered Jyoti her son, who works as a mill designer, a profession she considers too poor to acknowledge. Chitra is encouraged by her mother to mingle freely in high society, much to the disappointment of her worried father."
Patthar Ke Sanam,"Drama, Romance",1967-01-01,"['Akhtar-Ul-Iman', 'Gulshan Nanda']",['Raja Nawathe'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","Rajesh works for Meena's father. Meena and her friend Taruna decide to play a prank on him. Both women pretend to fall in love with him, but he finds out, resulting in acrimony."
Latt Saheb,"Comedy, Drama, Musical, Romance",1967-01-01,['Jagdish Kanwal'],['Hari Walia'],"['Comedy', 'Drama', 'Musical', 'Romance']","['serious', 'neutral', 'lighthearted']","A woodcutter, Jangu lives a poor lifestyle in Kashmir along with his widowed mother, who fears that he is going to die soon after Dassera. She keeps on praying for his well-being and safety, and cautions him to be careful all the time. But Jangu does quite the opposite, gets into fights, even kills a man-eating tiger, and romances his employer's daughter, Nikki, after risking his life and rescuing her twice. Nikki too falls in love with him, much to the chagrin of her estate Manager, Prem, who is the choice of her wheelchair-bound dad. Circumstances will compel Jangu's mother to change her mind about his long life and safety, and she not only curse but also viciously assault, and wish him dead."
Aman,"Drama, Adventure, Romance",1967-01-01,"['Ranjan Bose', 'Mohan Kumar', 'Sarshar Sailani']",['Mohan Kumar'],"['Drama', 'Adventure', 'Romance']","['serious', 'neutral', 'heartwarming']","Dr. Gautamdas (Rajinder Kumar) attains his qualifications in London, England, and with the blessings of Lord Bertrand Russell (himself), returns to his home country and his dad (Balraj Sahni). Much to the disappointment of his dad, Dr. Gautamdas decides to re-locate to Japan, which has been devastated by the explosion of atom bombs on two of it's cities - Hiroshima and Nagasaki. There he meets with other doctors, and is given a tour of the patients and their families, and other survivors (Om Prakash, Chand Usmani, Baby Kavita). {Graphic scenes of the atrocities inflicted on innocent people} On a chance meeting with the beautiful Meloda (Saira Banu) he knows that they are destined to be one, and so does she. Meloda's dad is also a doctor (Chetan Anand). Meloda had studied in India and speaks Hindi fluently. Both fall in love amongst the splendour of Japan."
Diwana,"Music, Romance, Drama",1967-01-01,['C.L. Kavish'],['Mahesh Kaul'],"['Music', 'Romance', 'Drama']","['thought-provoking', 'serious', 'suspenseful']","A young prince named Ashok falls in love with a girl named Lali whom he encounters for the first time while hunting in a forest. Later on he learns that Lali belongs to a nomadic community that is at present, inhabiting his region. Ashok meets Lali again and both confess that they are in love with each other. In the meantime Lali's father, who is the head of his community, sends a man named Phulwa to look for her."
Diwana,"Music, Romance, Drama",1967-01-01,['C.L. Kavish'],['Mahesh Kaul'],"['Music', 'Romance', 'Drama']","['thought-provoking', 'serious', 'suspenseful']","Meet Pyarelal, a simple-minded, naive young man, orphaned at birth, living with a Muslim landlady, Fatima, who treats him like her son. When the police arrest Pyarelal on the charge of murder, no one really believes that this harmless man could harm anyone, leave alone kill. Their belief is shattered when Pyarelal openly admits in Court that he has indeed committed this crime, and demands capital punishment for it."
Night in London,"Action, Drama, Thriller",1967-01-01,"['Omar Khyam', 'Ramesh Pant']",['Brij'],"['Action', 'Drama', 'Thriller']","['serious', 'tense', 'dark']","When her father is taken hostage, a woman is forced into a life of crime; and soon, everyone is after the priceless necklace in her possession."
Ram Aur Shyam,"Drama, Family, Romance",1967-01-01,"['Kaushal Bharati', 'Narasa Raju D.V.']",['Tapi Chanakya'],"['Drama', 'Family', 'Romance']","['serious', 'neutral', 'heartwarming']","Abused by an oppressive brother-in-law Gajendra (Pran), Ramchandra (Dilip Kumar) runs away from home, and ends up in a small village where he is mistaken for Shyamrao (also Dilip Kumar), and must accept Ganga (Leela Mishra) and his new name or face severe exorcism. Meanwhile, Shyamrao is mistaken for Ramchandra by Anjana (Waheeda Rehman) and her dad (Nazir Hussain). When Gajendra finds out, he is enraged and attempts to beat the stuffing out of the person he thinks is his brother-in-law, but Shyamrao refuses to be abused or beaten, and all of a sudden things start changing in the household as well as in the community. It is not long before Gajendra finds out about the truth, and plans an ugly death for Shyamrao, and all those opposed to him."
Ram Aur Shyam,"Drama, Family, Romance",1967-01-01,"['Kaushal Bharati', 'Narasa Raju D.V.']",['Tapi Chanakya'],"['Drama', 'Family', 'Romance']","['serious', 'neutral', 'heartwarming']","Roshni Raman discovers a scientific formula and as a result gets abducted - first by Jabar, and then is subsequently taken by force by the menacing Tatar. Her widowed mother recruits a male named Ram Luthra to locate and bring her home; while Jabar hires Shyam to try to find and bring her to him. Both men must now not only confront each other but also the invincible Tatar, who has the police and politicians on his payroll, in a fortified city.—rAjOo (gunwanti@hotmail.com)"
Jab Yaad Kisi Ki Aati Hai,"Family, Romance",1967-01-01,"['Kewal Kumar', 'Vinod Kumar', 'Naresh Saigal']",['Naresh Saigal'],"['Family', 'Romance']","['neutral', 'uplifting', 'heartwarming']","Ravi, a fireman, falls in love with Roopa, a simple village girl. The couple is happy in their new relationship until Jagirdar, who also loves Roopa, tries to separate them."
Dil Ne Pukara,"Drama, Romance",1967-01-01,['Mohan Kuplari'],['Mohan J. Bijlani'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","Asha lives a wealthy lifestyle in Bombay with her widowed dad, who would like her to get married to Dr. Prakash. While vacationing in Kashmir, she meets with a young man, Rajan, and both fall in love with each other. When she returns home and attends Dr. Prakash's birthday party, she gets a pleasant surprise when she finds out that Rajan is Prakash's friend. Rajan introduces Asha to his mom, while Asha introduces Rajan to her dad, and both parents approve of their match. Before they can get engaged, Rajan had promised his late father that he would obtain a degree from Oxford University, and be back after one year. He decides to travel by boat, which meets with an accident and there are no survivors. A shocked and devastated Asha finds out that Rajan's death has killed her dad, and she throws herself in her work as a doctor, working side by side with Prakash."
C.I.D. 909,"Action, Drama, Romance, Crime",1967-01-01,"['Feroz Khan', 'Mumtaz Askari', 'Helen']",['Mohammed Hussain'],"['Action', 'Drama', 'Romance', 'Crime']","['uplifting', 'serious', 'tense']","Professor, an Indian scientist, develops a nuclear project to bring world peace. When Wong and Wasco want to get their hands on the project, it is up to CID Agent Raju to save the day."
Raaz,Mystery,1967-01-01,"['Satish Bhatnagar', 'C.J. Pavri']",['Ravindra Dave'],['Mystery'],"['suspenseful', 'neutral']","Kumar, though of Indian origin, lives in Africa. He has recurring dreams of a Railway Station in India called ""Viran Nagar"". He decides to find for himself and travels to India along with his friend, Rocky. They are able to find Viran Nagar railway station, which is exactly as Kumar had dreamed of. When they go to find a ride, the locals shy away from them as behave as though they have seen a ghost. They find temporary accommodations and set out to discover the mystery behind Kumar's dreams. Then a young woman, Sapna, meets with Kumar, tells him that she has been awaiting his return, and now they can be together again. But Kumar has never been to this place before, and ends up even more confused. Then another local villager named Bansi tells them he had himself seen Kumar getting killed and buried in the nearby forest. Kumar and Rocky must now find out who was killed, and why the villagers believe that Kumar has returned from the grave."
Raaz,Mystery,1967-01-01,"['Satish Bhatnagar', 'C.J. Pavri']",['Ravindra Dave'],['Mystery'],"['suspenseful', 'neutral']","Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a vengeful spirit is waiting for them."
Raat Aur Din,"Thriller, Mystery",1967-01-01,"['Satyen Bose', 'Akhtar Hussain', 'Govind Moonis']",['Satyen Bose'],"['Thriller', 'Mystery']","['suspenseful', 'neutral', 'tense']",Mystery about a wife who appears to be leading a double life
Farz,"Action, Thriller, Crime",1967-01-01,"['Vishwamitter Adil', 'Arudra', 'V.D. Puranik']",['Ravikant Nagaich'],"['Action', 'Thriller', 'Crime']","['uplifting', 'tense', 'dark']","When Criminal Investigating Officer, Amarnath is murdered during the line of duty; Intelligence suspect it is the handiwork of foreign criminals who wants to destroy India with the help of some Indian traitors thus secret agent, Gopal is sent down to investigate. He meets and fall in love with Sunita who then introduces him to her dad, Damodar. Gopal also find out that Damodar is a mere pawn in the hands of the same criminals he is looking for and must continue his investigation to reach the mastermind."
Farz,"Action, Thriller, Crime",1967-01-01,"['Vishwamitter Adil', 'Arudra', 'V.D. Puranik']",['Ravikant Nagaich'],"['Action', 'Thriller', 'Crime']","['uplifting', 'tense', 'dark']","A veteran police officer becomes increasingly agitated when his partner is killed in the line of duty. To add to his woes, his daughter falls in love with his new daredevil partner."
Upkar,"Drama, Family",1967-01-01,['Manoj Kumar'],['Manoj Kumar'],"['Drama', 'Family']","['neutral', 'serious', 'emotional']","Widowed Radha lives in rural India in the 1960s, along with two sons: Bharat and Puran. While she would like to educate her sons and ensure that they lead good lives, she cannot do so on her own, and must sacrifice the career of one son so that the second can achieve this goal. Bharat sacrifices everything to educate his brother Puran. However, Puran turns into a greedy man and gets involved in drug trafficking in order to make money."
An Evening in Paris,"Comedy, Drama, Music, Romance",1967-01-01,"['Sachin Bhowmick', 'Ramesh Pant']",['Shakti Samanta'],"['Comedy', 'Drama', 'Music', 'Romance']","['serious', 'suspenseful', 'neutral']","In romantic Paris, two Parisians of Indian origin are in love namely Shyam or Sam and Roopa. Mystery and intrigue surround this romance, as Roopa is abducted and held by criminal mastermind Jack and his minions, who will trade her for a hefty ransom. Roopa has a look-alike in the shape and form of Suzy, who is sent in place of Roopa to ensure that the money is received, while the real Roopa is still being held captive. Sam must use all the resources available to in order to set Roopa free, but he will have a difficult time to differentiate between Suzy and Roopa."
